香港频道,#genre#
Viu 頻道,https://cdn.123.rr.kg/163189/viu
Viu 頻道,https://cdn.qd.je/163189.php?id=viu
VIUTVSIX,https://iptv.1989.click/hk/hmvap5?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
VIUTVSIX,https://cdn.qd.je/163189/viu6
VIUTVSIX,https://10.fast.hidns.vip/163189/viu6/
創世電視,#KODIPROP:inputstream.adaptive.manifest_type=mpd
澳門Macau,https://live5.tdm.com.mo/ch3/ch3.live/playlist.m3u8
澳门综艺,https://cdn.qd.je/163189/amzy
澳门综艺,http://cdn6.163189.xyz/163189/amzy
澳门综艺,https://cdn6.cc.cd/163189/amzy
澳门莲花,https://cdn.qd.je/163189/amlh
澳门莲花,https://cdn6.cc.cd/163189/amlh
澳视澳门,https://cdn.qd.je/163189/asam
澳视澳门,https://cdn6.163189.xyz/163189/asam
澳视澳门,http://r.jdshipin.com/n2YZI
澳视澳门,http://cdn6.163189.xyz/163189/asam
澳视澳门,https://cdn6.cc.cd/163189/asam
澳视卫星,https://cdn.qd.je/163189/as
澳视卫星,https://cdn6.163189.xyz/163189/as
澳视卫星,http://r.jdshipin.com/QFhCq
澳视卫星,http://cdn6.163189.xyz/163189/as
澳视卫星,https://cdn6.cc.cd/163189/as
凤凰中文,https://cdn.qd.je/163189/fhzw
凤凰中文,https://cdn6.cc.cd/163189/fhzw
凤凰中文,https://cdn.qd.je/163189.php?id=fhzw
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰中文,http://cdn6.163189.xyz/163189/fhzw
凤凰资讯,https://cdn.qd.je/163189/fhzx
凤凰资讯,https://cdn6.cc.cd/163189/fhzx
凤凰资讯,http://cdn6.163189.xyz/163189/fhzx
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰香港,https://cdn.qd.je/163189/fhhk
凤凰香港,https://cdn6.cc.cd/163189/fhhk
凤凰香港,http://r.jdshipin.com/yDoTN
凤凰香港,http://cdn6.163189.xyz/163189/fhhk
寰宇新聞台,https://iptv.1989.click/4gtv/m8d9d8?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
寰宇新聞台,http://4gtv.cnlive.club/channel/n4da4274/index.m3u8?q=1784702901150
寰宇新聞台,http://4gtv.cnlive.club/channel/n4da4274/index.m3u8?q=1782639885837
龙华戏剧,https://cdn.qd.je/163189/lhxj
龙华戏剧,http://cdn8.163189.xyz/163189/lhxj
龙华戏剧,https://cdn8.163189.xyz/163189/lhxj
龙华戏剧,https://8.fast.hidns.vip/163189/lhxj
龍華日韓台,https://iptv.1989.click/ofiii/hhf2jt?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
龍華日韓台,https://cdn.qd.je/163189/lhrh
龍華日韓台,http://cdn8.163189.xyz/163189/lhrh
龍華日韓台,https://cdn8.163189.xyz/163189/lhrh
龍華日韓台,https://8.fast.hidns.vip/163189/lhrh
無線衛星新聞台,#KODIPROP:inputstream.adaptive.manifest_type=mpd
無線衛星亞洲台,#KODIPROP:inputstream.adaptive.manifest_type=mpd
中央綜合台,https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8
中央綜合台,#KODIPROP:inputstream.adaptive.manifest_type=mpd
中央綜合台,http://cdn6.163189.xyz/163189/cctv1
Love Nature,https://iptv.1989.click/4gtv/c28bze?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Love Nature,#KODIPROP:inputstream.adaptive.manifest_type=mpd
Love Nature,https://aegis-cloudfront-1.tubi.video/6d6d0f24-8445-4b4c-bdf6-44f9e38beaa4/playlist.m3u8
Love Nature,https://pb-ehs1glsha1juy.akamaized.net/Love_Nature_4K.m3u8
tvN,#KODIPROP:inputstream.adaptive.manifest_type=mpd
亞洲新聞台,#KODIPROP:inputstream.adaptive.manifest_type=mpd
AXN,https://ktpremium.world/live/LT1976F/A9177/515075.ts
雲南瀾湄國際衛視,#KODIPROP:inputstream.adaptive.manifest_type=mpd
安徽廣播電視台國際頻道,#KODIPROP:inputstream.adaptive.manifest_type=mpd
北京電視台國際頻道,#KODIPROP:inputstream.adaptive.manifest_type=mpd
廣西電視台國際頻道,#KODIPROP:inputstream.adaptive.manifest_type=mpd
福建海峽衛視國際頻道,#KODIPROP:inputstream.adaptive.manifest_type=mpd
湖南電視台國際頻道,#KODIPROP:inputstream.adaptive.manifest_type=mpd
江蘇電視台國際頻道,#KODIPROP:inputstream.adaptive.manifest_type=mpd
廣東廣播電視台大灣區衛視頻道,#KODIPROP:inputstream.adaptive.manifest_type=mpd
浙江電視台國際頻道,#KODIPROP:inputstream.adaptive.manifest_type=mpd
深圳衛視國際頻道,#KODIPROP:inputstream.adaptive.manifest_type=mpd
中央電視台綜合頻道 (港澳版),https://rthktv33-live.akamaized.net/hls/live/2101641/RTHKTV33/stream05/streamPlaylist.m3u8
中央電視台綜合頻道 (港澳版),#KODIPROP:inputstream.adaptive.manifest_type=mpd
中央電視台綜合頻道 (港澳版),http://cdn6.163189.xyz/163189/cctv1
CGTN (中國環球電視網)英語頻道,https://rthktv35-live.akamaized.net/hls/live/2101643/RTHKTV35/stream05/streamPlaylist.m3u8
CGTN (中國環球電視網)英語頻道,#KODIPROP:inputstream.adaptive.manifest_type=mpd
NOW 70s,#KODIPROP:inputstream.adaptive.manifest_type=mpd
NOW 80s,#KODIPROP:inputstream.adaptive.manifest_type=mpd
NOW ROCK,#KODIPROP:inputstream.adaptive.manifest_type=mpd
NOW 90s00s,#KODIPROP:inputstream.adaptive.manifest_type=mpd
TRACE Urban,#KODIPROP:inputstream.adaptive.manifest_type=mpd
NewsWorld,#KODIPROP:inputstream.adaptive.manifest_type=mpd
NewsWorld,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01076-lightningintern-newsworld-rakutenjp/playlist.m3u8

广东频道,#genre#
广东珠江,https://cdn.qd.je/163189/gdzj
广东珠江,http://r.jdshipin.com/sE5vO
广东珠江,https://cdn2.163189.xyz/163189/gdzj
广东珠江,https://2.fast.hidns.vip/163189/gdzj
广东珠江,https://gx.484947.xyz/PLTV/77777777/224/3221225717/index.m3u8
广东珠江,http://tv1288.xyz/douyin.php?type=rid&rid=gdtvzjpd
广东珠江,http://www.3344.uk:8888/udp/239.77.0.1:5146
广东珠江,http://www.ikerobot.com:1234/639731952
广东体育,https://cdn.qd.je/163189/gdty
广东体育,http://r.jdshipin.com/LiYdg
广东体育,https://cdn2.163189.xyz/163189/gdty
广东体育,https://2.fast.hidns.vip/163189/gdty
广东卫视,https://live.chinacert.cftest5.cn/zgst/live/guangdong
广东卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221227161/1.m3u8
广东卫视,http://www.ikerobot.com:1234/608831231
广州综合,https://cdn.qd.je/163189/gzzh
广州综合,http://r.jdshipin.com/iR6Gq
广州综合,http://r.jdshipin.com/snhya
广州综合,https://168.sryze.cc/163189/gzzh
广州新闻,https://cdn.qd.je/163189/gzxw
广州新闻,https://168.sryze.cc/163189/gzxw
云浮综合,https://livestream.oeeee.com/slive/28283.m3u8
深圳卫视,https://live.chinacert.cftest5.cn/zgst/live/shenzhen
深圳卫视,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226688/1.m3u8
大湾区卫视,https://live.chinacert.cftest5.cn/cnmg/live/608917627
大湾区卫视,http://www.ikerobot.com:1234/608917627

体育频道,#genre#
CCTV-5,https://iptv.1989.click/cn/d7kf88?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
CCTV-5,https://cdn.qd.je/163189/cctv5
CCTV-5,https://cdn.qd.je/163189/cctv5-2
CCTV-5,https://live.chinacert.cftest5.cn/cnmg/live/641886683
CCTV-5,https://live.chinacert.cftest5.cn/cnmg/live/641886773
CCTV-5,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226731/1.m3u8
CCTV-5,http://www.ikerobot.com:1234/641886683
广东体育,https://cdn.qd.je/163189/gdty
广东体育,http://r.jdshipin.com/LiYdg
广东体育,https://cdn2.163189.xyz/163189/gdty
广东体育,https://2.fast.hidns.vip/163189/gdty
CCTV-5+,https://iptv.1989.click/cn/xjtf5f?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
CCTV-5+,https://php.jdshipin.com/TVOD/iptv.php?id=cctv5p
CCTV-5+,https://cdn.qd.je/163189/cctv5p-2
CCTV-5+,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226711/1.m3u8
CCTV-5+,http://www.ikerobot.com:1234/641886773
纬来体育,https://iptv.1989.click/tw/fq486n?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
纬来体育,https://cdn.qd.je/163189/wlty
纬来体育,https://smt.1678520.xyz/163189/wlty
五星体育,https://cdn.qd.je/163189/wxty
五星体育,https://cdn15.163189.xyz/163189/wxty
beIN Sports 2,https://iptv.1989.click/sprt/27gqgz?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
beIN Sports 2,https://corestream.siteyaptim.live//bein2/tracks-v1a1/mono.m3u8
beIN Sports 3,https://iptv.1989.click/sprt/ygm39a?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
beIN Sports 3,https://corestream.siteyaptim.live//bein3/tracks-v1a1/mono.m3u8
beIN Sports 4,https://iptv.1989.click/sprt/cue2s9?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
beIN Sports 4,https://corestream.siteyaptim.live//bein4/tracks-v1a1/mono.m3u8
beIN Sports 5,https://iptv.1989.click/sprt/v83nh6?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Premier 1,https://iptv.1989.click/sprt/r7z9gu?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Premier 2,https://iptv.1989.click/sprt/n6vjy6?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Premier 3,https://iptv.1989.click/sprt/9xrdys?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Premier 4,https://iptv.1989.click/sprt/txj829?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Premier 5,https://iptv.1989.click/sprt/bsz9h8?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Premier 6,https://iptv.1989.click/sprt/xqn8mk?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Sports 1,https://iptv.1989.click/sprt/wyrzdf?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Sports 2,https://iptv.1989.click/sprt/evyned?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Sports 3,https://iptv.1989.click/sprt/329yvv?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Sports 4,https://iptv.1989.click/sprt/uf7m88?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Sports 5,https://iptv.1989.click/sprt/8juqqe?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Sports 6,https://iptv.1989.click/sprt/ea8etr?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Sports 7,https://iptv.1989.click/sprt/yrw768?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Sports 8,https://iptv.1989.click/sprt/89bv6c?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
FIGHT SPORTS,https://iptv.1989.click/sprt/mutg9c?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
CCTV16奧運頻道,https://iptv.1989.click/cn/dy9r8t?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
CCTV16奧運頻道,https://php.jdshipin.com/TVOD/iptv.php?id=cctv16
CCTV16奧運頻道,https://cdn.qd.je/163189/cctv16-2
CCTV16奧運頻道,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226825/1.m3u8
Fight Sports,https://iptv.1989.click/sprt/mutg9c?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
Hub Premier 1 HD,https://iptv.1989.click/sprt/r7z9gu?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c

央视频道,#genre#
CCTV-1,https://iptv.1989.click/cn/3xdn4t?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
CCTV-1,https://cdn.qd.je/163189/cctv1
CCTV-1,https://php.jdshipin.com/TVOD/iptv.php?id=cctv1
CCTV-1,https://cdn.qd.je/163189/rthk33
CCTV-1,https://live.chinacert.cftest5.cn/cnmg/live/608807420
CCTV-1,https://cdn6.cc.cd/163189/cctv1
CCTV-1,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226737/1.m3u8
CCTV-1,http://www.ikerobot.com:1234/608807420
CCTV-2,https://iptv.1989.click/cn/sqkbtw?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
CCTV-2,https://php.jdshipin.com/TVOD/iptv.php?id=cctv2
CCTV-2,https://live.chinacert.cftest5.cn/cnmg/live/631780532
CCTV-2,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226739/1.m3u8
CCTV-2,http://www.ikerobot.com:1234/631780532
CCTV-3,https://iptv.1989.click/cn/pzpue7?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
CCTV-3,https://php.jdshipin.com/TVOD/iptv.php?id=cctv3
CCTV-3,https://live.chinacert.cftest5.cn/cnmg/live/624878271
CCTV-3,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226720/1.m3u8
CCTV-3,http://www.ikerobot.com:1234/624878271
CCTV-4,https://iptv.1989.click/cn/6tgvjq?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
CCTV-4,https://php.jdshipin.com/TVOD/iptv.php?id=cctv4
CCTV-4,https://live.chinacert.cftest5.cn/cnmg/live/631780421
CCTV-4,https://live.chinacert.cftest5.cn/cnmg/live/608807419
CCTV-4,https://live.chinacert.cftest5.cn/cnmg/live/608807416
CCTV-4,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226725/1.m3u8
CCTV-4,http://www.ikerobot.com:1234/631780421
CCTV-5,https://iptv.1989.click/cn/d7kf88?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
CCTV-5,https://cdn.qd.je/163189/cctv5
CCTV-5,https://cdn.qd.je/163189/cctv5-2
CCTV-5,https://live.chinacert.cftest5.cn/cnmg/live/641886683
CCTV-5,https://live.chinacert.cftest5.cn/cnmg/live/641886773
CCTV-5,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226731/1.m3u8
CCTV-5,http://www.ikerobot.com:1234/641886683
CCTV-5+,https://iptv.1989.click/cn/xjtf5f?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
CCTV-5+,https://php.jdshipin.com/TVOD/iptv.php?id=cctv5p
CCTV-5+,https://cdn.qd.je/163189/cctv5p-2
CCTV-5+,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226711/1.m3u8
CCTV-5+,http://www.ikerobot.com:1234/641886773
CCTV-6,https://iptv.1989.click/cn/s7fd2u?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
CCTV-6,https://php.jdshipin.com/TVOD/iptv.php?id=cctv6
CCTV-6,https://live.chinacert.cftest5.cn/cnmg/live/624878396
CCTV-6,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226699/1.m3u8
CCTV-6,http://www.ikerobot.com:1234/624878396
CCTV-7,https://iptv.1989.click/cn/jt2gwu?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
CCTV-7,https://php.jdshipin.com/TVOD/iptv.php?id=cctv7
CCTV-7,https://live.chinacert.cftest5.cn/cnmg/live/673168121
CCTV-7,http://rrs03.hw.gmcc.net:8088/PLTV/651/224/3221226721/1.m3u8
CCTV-7,http://www.ikerobot.com:1234/673168121
CCTV-8,https://iptv.1989.click/cn/9ytsb5?token=03a196fd50c25e22afa7158e1c90b38416a6c66752340e4c
CCTV-8,https://php.jdshipin.com/TVOD/iptv.php?id=cctv8
CCTV-8,https://live.chinacert.cftest5.cn/cnmg/live/624878356
